Series ID,Year,Period,Label,Value
APU0000711211,1991,M11,1991 Nov,0.431
APU0000711211,1991,M12,1991 Dec,0.419
APU0000711211,1992,M01,1992 Jan,0.428
APU0000711211,1992,M02,1992 Feb,0.493
APU0000711211,1992,M03,1992 Mar,0.517
APU0000711211,1992,M04,1992 Apr,0.484
APU0000711211,1992,M05,1992 May,0.445
APU0000711211,1992,M06,1992 Jun,0.463
APU0000711211,1992,M07,1992 Jul,0.431
APU0000711211,1992,M08,1992 Aug,0.509
APU0000711211,1992,M09,1992 Sep,0.459
APU0000711211,1992,M10,1992 Oct,0.442
APU0000711211,1992,M11,1992 Nov,0.422
APU0000711211,1992,M12,1992 Dec,0.404
APU0000711211,1993,M01,1993 Jan,0.426
APU0000711211,1993,M02,1993 Feb,0.475
APU0000711211,1993,M03,1993 Mar,0.475
APU0000711211,1993,M04,1993 Apr,0.483
APU0000711211,1993,M05,1993 May,0.472
APU0000711211,1993,M06,1993 Jun,0.446
APU0000711211,1993,M07,1993 Jul,0.448
APU0000711211,1993,M08,1993 Aug,0.422
APU0000711211,1993,M09,1993 Sep,0.395
APU0000711211,1993,M10,1993 Oct,0.405
APU0000711211,1993,M11,1993 Nov,0.404
APU0000711211,1993,M12,1993 Dec,0.414
APU0000711211,1994,M01,1994 Jan,0.440
APU0000711211,1994,M02,1994 Feb,0.514
APU0000711211,1994,M03,1994 Mar,0.500
APU0000711211,1994,M04,1994 Apr,0.469
APU0000711211,1994,M05,1994 May,0.469
APU0000711211,1994,M06,1994 Jun,0.447
APU0000711211,1994,M07,1994 Jul,0.452
APU0000711211,1994,M08,1994 Aug,0.480
APU0000711211,1994,M09,1994 Sep,0.453
APU0000711211,1994,M10,1994 Oct,0.430
APU0000711211,1994,M11,1994 Nov,0.434
APU0000711211,1994,M12,1994 Dec,0.458
APU0000711211,1995,M01,1995 Jan,0.503
APU0000711211,1995,M02,1995 Feb,0.496
APU0000711211,1995,M03,1995 Mar,0.508
APU0000711211,1995,M04,1995 Apr,0.485
APU0000711211,1995,M05,1995 May,0.483
APU0000711211,1995,M06,1995 Jun,0.490
APU0000711211,1995,M07,1995 Jul,0.522
APU0000711211,1995,M08,1995 Aug,0.512
APU0000711211,1995,M09,1995 Sep,0.490
APU0000711211,1995,M10,1995 Oct,0.471
APU0000711211,1995,M11,1995 Nov,0.462
APU0000711211,1995,M12,1995 Dec,0.454
APU0000711211,1996,M01,1996 Jan,0.463
APU0000711211,1996,M02,1996 Feb,0.501
APU0000711211,1996,M03,1996 Mar,0.539
APU0000711211,1996,M04,1996 Apr,0.505
APU0000711211,1996,M05,1996 May,0.512
APU0000711211,1996,M06,1996 Jun,0.498
APU0000711211,1996,M07,1996 Jul,0.498
APU0000711211,1996,M08,1996 Aug,0.478
APU0000711211,1996,M09,1996 Sep,0.458
APU0000711211,1996,M10,1996 Oct,0.465
APU0000711211,1996,M11,1996 Nov,0.477
APU0000711211,1996,M12,1996 Dec,0.481
APU0000711211,1997,M01,1997 Jan,0.497
APU0000711211,1997,M02,1997 Feb,0.518
APU0000711211,1997,M03,1997 Mar,0.532
APU0000711211,1997,M04,1997 Apr,0.512
APU0000711211,1997,M05,1997 May,0.484
APU0000711211,1997,M06,1997 Jun,0.488
APU0000711211,1997,M07,1997 Jul,0.487
APU0000711211,1997,M08,1997 Aug,0.475
APU0000711211,1997,M09,1997 Sep,0.458
APU0000711211,1997,M10,1997 Oct,0.459
APU0000711211,1997,M11,1997 Nov,0.468
APU0000711211,1997,M12,1997 Dec,0.461
APU0000711211,1998,M01,1998 Jan,0.473
APU0000711211,1998,M02,1998 Feb,0.489
APU0000711211,1998,M03,1998 Mar,0.475
APU0000711211,1998,M04,1998 Apr,0.511
APU0000711211,1998,M05,1998 May,0.510
APU0000711211,1998,M06,1998 Jun,0.507
APU0000711211,1998,M07,1998 Jul,0.530
APU0000711211,1998,M08,1998 Aug,0.489
APU0000711211,1998,M09,1998 Sep,0.476
APU0000711211,1998,M10,1998 Oct,0.470
APU0000711211,1998,M11,1998 Nov,0.487
APU0000711211,1998,M12,1998 Dec,0.510
APU0000711211,1999,M01,1999 Jan,0.489
APU0000711211,1999,M02,1999 Feb,0.509
APU0000711211,1999,M03,1999 Mar,0.506
APU0000711211,1999,M04,1999 Apr,0.482
APU0000711211,1999,M05,1999 May,0.492
APU0000711211,1999,M06,1999 Jun,0.502
APU0000711211,1999,M07,1999 Jul,0.494
APU0000711211,1999,M08,1999 Aug,0.490
APU0000711211,1999,M09,1999 Sep,0.481
APU0000711211,1999,M10,1999 Oct,0.471
APU0000711211,1999,M11,1999 Nov,0.480
APU0000711211,1999,M12,1999 Dec,0.494
APU0000711211,2000,M01,2000 Jan,0.490
APU0000711211,2000,M02,2000 Feb,0.528
APU0000711211,2000,M03,2000 Mar,0.517
APU0000711211,2000,M04,2000 Apr,0.510
APU0000711211,2000,M05,2000 May,0.509
APU0000711211,2000,M06,2000 Jun,0.506
APU0000711211,2000,M07,2000 Jul,0.512
APU0000711211,2000,M08,2000 Aug,0.490
APU0000711211,2000,M09,2000 Sep,0.488
APU0000711211,2000,M10,2000 Oct,0.496
APU0000711211,2000,M11,2000 Nov,0.479
APU0000711211,2000,M12,2000 Dec,0.487
APU0000711211,2001,M01,2001 Jan,0.500
APU0000711211,2001,M02,2001 Feb,0.496
APU0000711211,2001,M03,2001 Mar,0.510
APU0000711211,2001,M04,2001 Apr,0.492
APU0000711211,2001,M05,2001 May,0.509
APU0000711211,2001,M06,2001 Jun,0.506
APU0000711211,2001,M07,2001 Jul,0.523
APU0000711211,2001,M08,2001 Aug,0.519
APU0000711211,2001,M09,2001 Sep,0.508
APU0000711211,2001,M10,2001 Oct,0.503
APU0000711211,2001,M11,2001 Nov,0.509
APU0000711211,2001,M12,2001 Dec,0.505
APU0000711211,2002,M01,2002 Jan,0.509
APU0000711211,2002,M02,2002 Feb,0.504
APU0000711211,2002,M03,2002 Mar,0.519
APU0000711211,2002,M04,2002 Apr,0.504
APU0000711211,2002,M05,2002 May,0.515
APU0000711211,2002,M06,2002 Jun,0.512
APU0000711211,2002,M07,2002 Jul,0.517
APU0000711211,2002,M08,2002 Aug,0.499
APU0000711211,2002,M09,2002 Sep,0.498
APU0000711211,2002,M10,2002 Oct,0.504
APU0000711211,2002,M11,2002 Nov,0.505
APU0000711211,2002,M12,2002 Dec,0.504
APU0000711211,2003,M01,2003 Jan,0.526
APU0000711211,2003,M02,2003 Feb,0.508
APU0000711211,2003,M03,2003 Mar,0.513
APU0000711211,2003,M04,2003 Apr,0.517
APU0000711211,2003,M05,2003 May,0.505
APU0000711211,2003,M06,2003 Jun,0.521
APU0000711211,2003,M07,2003 Jul,0.514
APU0000711211,2003,M08,2003 Aug,0.514
APU0000711211,2003,M09,2003 Sep,0.494
APU0000711211,2003,M10,2003 Oct,0.490
APU0000711211,2003,M11,2003 Nov,0.498
APU0000711211,2003,M12,2003 Dec,0.504
APU0000711211,2004,M01,2004 Jan,0.512
APU0000711211,2004,M02,2004 Feb,0.504
APU0000711211,2004,M03,2004 Mar,0.500
APU0000711211,2004,M04,2004 Apr,0.505
APU0000711211,2004,M05,2004 May,0.491
APU0000711211,2004,M06,2004 Jun,0.498
APU0000711211,2004,M07,2004 Jul,0.510
APU0000711211,2004,M08,2004 Aug,0.507
APU0000711211,2004,M09,2004 Sep,0.488
APU0000711211,2004,M10,2004 Oct,0.485
APU0000711211,2004,M11,2004 Nov,0.469
APU0000711211,2004,M12,2004 Dec,0.474
APU0000711211,2005,M01,2005 Jan,0.485
APU0000711211,2005,M02,2005 Feb,0.502
APU0000711211,2005,M03,2005 Mar,0.507
APU0000711211,2005,M04,2005 Apr,0.503
APU0000711211,2005,M05,2005 May,0.497
APU0000711211,2005,M06,2005 Jun,0.493
APU0000711211,2005,M07,2005 Jul,0.494
APU0000711211,2005,M08,2005 Aug,0.487
APU0000711211,2005,M09,2005 Sep,0.485
APU0000711211,2005,M10,2005 Oct,0.491
APU0000711211,2005,M11,2005 Nov,0.480
APU0000711211,2005,M12,2005 Dec,0.482
APU0000711211,2006,M01,2006 Jan,0.490
APU0000711211,2006,M02,2006 Feb,0.508
APU0000711211,2006,M03,2006 Mar,0.508
APU0000711211,2006,M04,2006 Apr,0.508
APU0000711211,2006,M05,2006 May,0.514
APU0000711211,2006,M06,2006 Jun,0.511
APU0000711211,2006,M07,2006 Jul,0.508
APU0000711211,2006,M08,2006 Aug,0.492
APU0000711211,2006,M09,2006 Sep,0.479
APU0000711211,2006,M10,2006 Oct,0.489
APU0000711211,2006,M11,2006 Nov,0.498
APU0000711211,2006,M12,2006 Dec,0.499
APU0000711211,2007,M01,2007 Jan,0.505
APU0000711211,2007,M02,2007 Feb,0.507
APU0000711211,2007,M03,2007 Mar,0.510
APU0000711211,2007,M04,2007 Apr,0.517
APU0000711211,2007,M05,2007 May,0.503
APU0000711211,2007,M06,2007 Jun,0.512
APU0000711211,2007,M07,2007 Jul,0.509
APU0000711211,2007,M08,2007 Aug,0.506
APU0000711211,2007,M09,2007 Sep,0.505
APU0000711211,2007,M10,2007 Oct,0.508
APU0000711211,2007,M11,2007 Nov,0.515
APU0000711211,2007,M12,2007 Dec,0.525
APU0000711211,2008,M01,2008 Jan,0.521
APU0000711211,2008,M02,2008 Feb,0.540
APU0000711211,2008,M03,2008 Mar,0.597
APU0000711211,2008,M04,2008 Apr,0.627
APU0000711211,2008,M05,2008 May,0.630
APU0000711211,2008,M06,2008 Jun,0.633
APU0000711211,2008,M07,2008 Jul,0.627
APU0000711211,2008,M08,2008 Aug,0.634
APU0000711211,2008,M09,2008 Sep,0.631
APU0000711211,2008,M10,2008 Oct,0.629
APU0000711211,2008,M11,2008 Nov,0.626
APU0000711211,2008,M12,2008 Dec,0.617
APU0000711211,2009,M01,2009 Jan,0.629
APU0000711211,2009,M02,2009 Feb,0.641
APU0000711211,2009,M03,2009 Mar,0.634
APU0000711211,2009,M04,2009 Apr,0.629
APU0000711211,2009,M05,2009 May,0.622
APU0000711211,2009,M06,2009 Jun,0.617
APU0000711211,2009,M07,2009 Jul,0.616
APU0000711211,2009,M08,2009 Aug,0.611
APU0000711211,2009,M09,2009 Sep,0.605
APU0000711211,2009,M10,2009 Oct,0.598
APU0000711211,2009,M11,2009 Nov,0.561
APU0000711211,2009,M12,2009 Dec,0.571
APU0000711211,2010,M01,2010 Jan,0.586
APU0000711211,2010,M02,2010 Feb,0.587
APU0000711211,2010,M03,2010 Mar,0.575
APU0000711211,2010,M04,2010 Apr,0.580
APU0000711211,2010,M05,2010 May,0.571
APU0000711211,2010,M06,2010 Jun,0.577
APU0000711211,2010,M07,2010 Jul,0.583
APU0000711211,2010,M08,2010 Aug,0.576
APU0000711211,2010,M09,2010 Sep,0.573
APU0000711211,2010,M10,2010 Oct,0.580
APU0000711211,2010,M11,2010 Nov,0.581
APU0000711211,2010,M12,2010 Dec,0.587
APU0000711211,2011,M01,2011 Jan,0.596
APU0000711211,2011,M02,2011 Feb,0.625
APU0000711211,2011,M03,2011 Mar,0.621
APU0000711211,2011,M04,2011 Apr,0.621
APU0000711211,2011,M05,2011 May,0.617
APU0000711211,2011,M06,2011 Jun,0.614
APU0000711211,2011,M07,2011 Jul,0.611
APU0000711211,2011,M08,2011 Aug,0.606
APU0000711211,2011,M09,2011 Sep,0.607
APU0000711211,2011,M10,2011 Oct,0.607
APU0000711211,2011,M11,2011 Nov,0.598
APU0000711211,2011,M12,2011 Dec,0.599
APU0000711211,2012,M01,2012 Jan,0.604
APU0000711211,2012,M02,2012 Feb,0.603
APU0000711211,2012,M03,2012 Mar,0.607
APU0000711211,2012,M04,2012 Apr,0.603
APU0000711211,2012,M05,2012 May,0.599
APU0000711211,2012,M06,2012 Jun,0.605
APU0000711211,2012,M07,2012 Jul,0.604
APU0000711211,2012,M08,2012 Aug,0.595
APU0000711211,2012,M09,2012 Sep,0.597
APU0000711211,2012,M10,2012 Oct,0.602
APU0000711211,2012,M11,2012 Nov,0.600
APU0000711211,2012,M12,2012 Dec,0.606
APU0000711211,2013,M01,2013 Jan,0.609
APU0000711211,2013,M02,2013 Feb,0.611
APU0000711211,2013,M03,2013 Mar,0.609
APU0000711211,2013,M04,2013 Apr,0.597
APU0000711211,2013,M05,2013 May,0.603
APU0000711211,2013,M06,2013 Jun,0.603
APU0000711211,2013,M07,2013 Jul,0.602
APU0000711211,2013,M08,2013 Aug,0.595
APU0000711211,2013,M09,2013 Sep,0.601
APU0000711211,2013,M10,2013 Oct,0.586
APU0000711211,2013,M11,2013 Nov,0.587
APU0000711211,2013,M12,2013 Dec,0.592
APU0000711211,2014,M01,2014 Jan,0.595
APU0000711211,2014,M02,2014 Feb,0.599
APU0000711211,2014,M03,2014 Mar,0.597
APU0000711211,2014,M04,2014 Apr,0.597
APU0000711211,2014,M05,2014 May,0.603
APU0000711211,2014,M06,2014 Jun,0.607
APU0000711211,2014,M07,2014 Jul,0.606
APU0000711211,2014,M08,2014 Aug,0.608
APU0000711211,2014,M09,2014 Sep,0.606
APU0000711211,2014,M10,2014 Oct,0.582
APU0000711211,2014,M11,2014 Nov,0.592
APU0000711211,2014,M12,2014 Dec,0.585
APU0000711211,2015,M01,2015 Jan,0.583
APU0000711211,2015,M02,2015 Feb,0.591
APU0000711211,2015,M03,2015 Mar,0.593
APU0000711211,2015,M04,2015 Apr,0.597
APU0000711211,2015,M05,2015 May,0.582
APU0000711211,2015,M06,2015 Jun,0.574
APU0000711211,2015,M07,2015 Jul,0.581
APU0000711211,2015,M08,2015 Aug,0.580
APU0000711211,2015,M09,2015 Sep,0.580
APU0000711211,2015,M10,2015 Oct,0.577
APU0000711211,2015,M11,2015 Nov,0.575
APU0000711211,2015,M12,2015 Dec,0.580
APU0000711211,2016,M01,2016 Jan,0.581
APU0000711211,2016,M02,2016 Feb,0.573
APU0000711211,2016,M03,2016 Mar,0.586
APU0000711211,2016,M04,2016 Apr,0.574
APU0000711211,2016,M05,2016 May,0.570
APU0000711211,2016,M06,2016 Jun,0.569
APU0000711211,2016,M07,2016 Jul,0.567
APU0000711211,2016,M08,2016 Aug,0.562
APU0000711211,2016,M09,2016 Sep,0.575
APU0000711211,2016,M10,2016 Oct,0.570
APU0000711211,2016,M11,2016 Nov,0.573
APU0000711211,2016,M12,2016 Dec,0.576
APU0000711211,2017,M01,2017 Jan,0.573
APU0000711211,2017,M02,2017 Feb,0.573
APU0000711211,2017,M03,2017 Mar,0.571
APU0000711211,2017,M04,2017 Apr,0.571
APU0000711211,2017,M05,2017 May,0.564
APU0000711211,2017,M06,2017 Jun,0.572
APU0000711211,2017,M07,2017 Jul,0.565
APU0000711211,2017,M08,2017 Aug,0.561
APU0000711211,2017,M09,2017 Sep,0.544
APU0000711211,2017,M10,2017 Oct,0.548
APU0000711211,2017,M11,2017 Nov,0.551
APU0000711211,2017,M12,2017 Dec,0.558
APU0000711211,2018,M01,2018 Jan,0.568
APU0000711211,2018,M02,2018 Feb,0.574
APU0000711211,2018,M03,2018 Mar,0.582
APU0000711211,2018,M04,2018 Apr,0.578
APU0000711211,2018,M05,2018 May,0.575
APU0000711211,2018,M06,2018 Jun,0.575
APU0000711211,2018,M07,2018 Jul,0.575
APU0000711211,2018,M08,2018 Aug,0.569
APU0000711211,2018,M09,2018 Sep,0.573
APU0000711211,2018,M10,2018 Oct,0.574
APU0000711211,2018,M11,2018 Nov,0.566
APU0000711211,2018,M12,2018 Dec,0.577
APU0000711211,2019,M01,2019 Jan,0.576
APU0000711211,2019,M02,2019 Feb,0.571
APU0000711211,2019,M03,2019 Mar,0.581
APU0000711211,2019,M04,2019 Apr,0.567
APU0000711211,2019,M05,2019 May,0.579
APU0000711211,2019,M06,2019 Jun,0.574
APU0000711211,2019,M07,2019 Jul,0.569
APU0000711211,2019,M08,2019 Aug,0.578
APU0000711211,2019,M09,2019 Sep,0.569
APU0000711211,2019,M10,2019 Oct,0.573
APU0000711211,2019,M11,2019 Nov,0.573
APU0000711211,2019,M12,2019 Dec,0.573
APU0000711211,2020,M01,2020 Jan,0.570
APU0000711211,2020,M02,2020 Feb,0.574
APU0000711211,2020,M03,2020 Mar,0.576
APU0000711211,2020,M04,2020 Apr,0.581
APU0000711211,2020,M05,2020 May,0.589
APU0000711211,2020,M06,2020 Jun,0.588
APU0000711211,2020,M07,2020 Jul,0.580
APU0000711211,2020,M08,2020 Aug,0.576
APU0000711311,1980,M01,1980 Jan,0.339
APU0000711311,1980,M02,1980 Feb,0.337
APU0000711311,1980,M03,1980 Mar,0.352
APU0000711311,1980,M04,1980 Apr,0.349
APU0000711311,1980,M05,1980 May,0.360
APU0000711311,1980,M12,1980 Dec,0.451
APU0000711311,1981,M01,1981 Jan,0.400
APU0000711311,1981,M02,1981 Feb,0.399
APU0000711311,1981,M03,1981 Mar,0.392
APU0000711311,1981,M04,1981 Apr,0.398
APU0000711311,1981,M05,1981 May,0.368
APU0000711311,1981,M06,1981 Jun,0.387
APU0000711311,1981,M12,1981 Dec,0.390
APU0000711311,1982,M01,1982 Jan,0.402
APU0000711311,1982,M02,1982 Feb,0.425
APU0000711311,1982,M03,1982 Mar,0.433
APU0000711311,1982,M04,1982 Apr,0.447
APU0000711311,1982,M12,1982 Dec,0.458
APU0000711311,1983,M01,1983 Jan,0.390
APU0000711311,1983,M02,1983 Feb,0.384
APU0000711311,1983,M03,1983 Mar,0.386
APU0000711311,1983,M04,1983 Apr,0.395
APU0000711311,1983,M05,1983 May,0.387
APU0000711311,1983,M06,1983 Jun,0.400
APU0000711311,1983,M12,1983 Dec,0.368
APU0000711311,1984,M01,1984 Jan,0.368
APU0000711311,1984,M02,1984 Feb,0.349
APU0000711311,1984,M03,1984 Mar,0.364
APU0000711311,1984,M04,1984 Apr,0.371
APU0000711311,1984,M05,1984 May,0.417
APU0000711311,1984,M11,1984 Nov,0.572
APU0000711311,1984,M12,1984 Dec,0.523
APU0000711311,1985,M01,1985 Jan,0.526
APU0000711311,1985,M02,1985 Feb,0.525
APU0000711311,1985,M03,1985 Mar,0.505
APU0000711311,1985,M04,1985 Apr,0.528
APU0000711311,1985,M05,1985 May,0.614
APU0000711311,1985,M12,1985 Dec,0.499
APU0000711311,1986,M01,1986 Jan,0.483
APU0000711311,1986,M02,1986 Feb,0.452
APU0000711311,1986,M03,1986 Mar,0.451
APU0000711311,1986,M04,1986 Apr,0.463
APU0000711311,1986,M05,1986 May,0.499
APU0000711311,1986,M11,1986 Nov,0.519
APU0000711311,1986,M12,1986 Dec,0.498
APU0000711311,1987,M03,1987 Mar,0.499
APU0000711311,1987,M04,1987 Apr,0.491
APU0000711311,1987,M05,1987 May,0.529
APU0000711311,1987,M11,1987 Nov,0.678
APU0000711311,1987,M12,1987 Dec,0.519
APU0000711311,1988,M01,1988 Jan,0.501
APU0000711311,1988,M02,1988 Feb,0.496
APU0000711311,1988,M03,1988 Mar,0.496
APU0000711311,1988,M04,1988 Apr,0.504
APU0000711311,1988,M05,1988 May,0.599
APU0000711311,1988,M12,1988 Dec,0.562
APU0000711311,1989,M01,1989 Jan,0.521
APU0000711311,1989,M02,1989 Feb,0.464
APU0000711311,1989,M03,1989 Mar,0.471
APU0000711311,1989,M04,1989 Apr,0.511
APU0000711311,1989,M05,1989 May,0.534
APU0000711311,1989,M11,1989 Nov,0.585
APU0000711311,1989,M12,1989 Dec,0.528
APU0000711311,1990,M01,1990 Jan,0.501
APU0000711311,1990,M02,1990 Feb,0.580
APU0000711311,1990,M03,1990 Mar,0.570
APU0000711311,1990,M04,1990 Apr,0.560
APU0000711311,1990,M05,1990 May,0.578
APU0000711311,1990,M06,1990 Jun,0.621
APU0000711311,1990,M11,1990 Nov,0.585
APU0000711311,1990,M12,1990 Dec,0.563
APU0000711311,1991,M01,1991 Jan,0.823
APU0000711311,1991,M02,1991 Feb,0.930
APU0000711311,1991,M11,1991 Nov,0.731
APU0000711311,1991,M12,1991 Dec,0.652
APU0000711311,1992,M01,1992 Jan,0.643
APU0000711311,1992,M02,1992 Feb,0.616
APU0000711311,1992,M03,1992 Mar,0.563
APU0000711311,1992,M04,1992 Apr,0.537
APU0000711311,1992,M05,1992 May,0.573
APU0000711311,1992,M11,1992 Nov,0.571
APU0000711311,1992,M12,1992 Dec,0.516
APU0000711311,1993,M01,1993 Jan,0.514
APU0000711311,1993,M02,1993 Feb,0.506
APU0000711311,1993,M03,1993 Mar,0.506
APU0000711311,1993,M04,1993 Apr,0.521
APU0000711311,1993,M05,1993 May,0.549
APU0000711311,1993,M11,1993 Nov,0.694
APU0000711311,1993,M12,1993 Dec,0.556
APU0000711311,1994,M01,1994 Jan,0.505
APU0000711311,1994,M02,1994 Feb,0.496
APU0000711311,1994,M03,1994 Mar,0.520
APU0000711311,1994,M04,1994 Apr,0.549
APU0000711311,1994,M05,1994 May,0.618
APU0000711311,1994,M11,1994 Nov,0.578
APU0000711311,1994,M12,1994 Dec,0.552
APU0000711311,1995,M01,1995 Jan,0.575
APU0000711311,1995,M02,1995 Feb,0.585
APU0000711311,1995,M03,1995 Mar,0.571
APU0000711311,1995,M04,1995 Apr,0.606
APU0000711311,1995,M05,1995 May,0.650
APU0000711311,1995,M11,1995 Nov,0.742
APU0000711311,1995,M12,1995 Dec,0.643
APU0000711311,1996,M01,1996 Jan,0.561
APU0000711311,1996,M02,1996 Feb,0.559
APU0000711311,1996,M03,1996 Mar,0.565
APU0000711311,1996,M04,1996 Apr,0.620
APU0000711311,1996,M05,1996 May,0.716
APU0000711311,1996,M11,1996 Nov,0.707
APU0000711311,1996,M12,1996 Dec,0.593
APU0000711311,1997,M01,1997 Jan,0.555
APU0000711311,1997,M02,1997 Feb,0.554
APU0000711311,1997,M03,1997 Mar,0.546
APU0000711311,1997,M04,1997 Apr,0.598
APU0000711311,1997,M05,1997 May,0.706
APU0000711311,1997,M11,1997 Nov,0.642
APU0000711311,1997,M12,1997 Dec,0.583
APU0000711311,1998,M01,1998 Jan,0.525
APU0000711311,1998,M02,1998 Feb,0.507
APU0000711311,1998,M03,1998 Mar,0.505
APU0000711311,1998,M04,1998 Apr,0.571
APU0000711311,1998,M05,1998 May,0.672
APU0000711311,1998,M12,1998 Dec,0.608
APU0000711311,1999,M01,1999 Jan,0.830
APU0000711311,1999,M02,1999 Feb,0.889
APU0000711311,1999,M03,1999 Mar,0.869
APU0000711311,1999,M04,1999 Apr,0.944
APU0000711311,1999,M11,1999 Nov,0.884
APU0000711311,1999,M12,1999 Dec,0.641
APU0000711311,2000,M01,2000 Jan,0.607
APU0000711311,2000,M02,2000 Feb,0.586
APU0000711311,2000,M03,2000 Mar,0.572
APU0000711311,2000,M04,2000 Apr,0.573
APU0000711311,2000,M05,2000 May,0.638
APU0000711311,2000,M06,2000 Jun,0.699
APU0000711311,2000,M11,2000 Nov,0.725
APU0000711311,2000,M12,2000 Dec,0.624
APU0000711311,2001,M01,2001 Jan,0.638
APU0000711311,2001,M02,2001 Feb,0.660
APU0000711311,2001,M03,2001 Mar,0.646
APU0000711311,2001,M04,2001 Apr,0.735
APU0000711311,2001,M05,2001 May,0.793
APU0000711311,2001,M11,2001 Nov,0.867
APU0000711311,2001,M12,2001 Dec,0.713
APU0000711311,2002,M01,2002 Jan,0.715
APU0000711311,2002,M02,2002 Feb,0.759
APU0000711311,2002,M03,2002 Mar,0.710
APU0000711311,2002,M04,2002 Apr,0.751
APU0000711311,2002,M05,2002 May,0.849
APU0000711311,2002,M10,2002 Oct,1.163
APU0000711311,2002,M11,2002 Nov,0.998
APU0000711311,2002,M12,2002 Dec,0.742
APU0000711311,2003,M01,2003 Jan,0.713
APU0000711311,2003,M02,2003 Feb,0.711
APU0000711311,2003,M03,2003 Mar,0.728
APU0000711311,2003,M04,2003 Apr,0.742
APU0000711311,2003,M05,2003 May,0.800
APU0000711311,2003,M06,2003 Jun,0.875
APU0000711311,2003,M10,2003 Oct,1.141
APU0000711311,2003,M11,2003 Nov,0.971
APU0000711311,2003,M12,2003 Dec,0.862
APU0000711311,2004,M01,2004 Jan,0.793
APU0000711311,2004,M02,2004 Feb,0.725
APU0000711311,2004,M03,2004 Mar,0.730
APU0000711311,2004,M04,2004 Apr,0.744
APU0000711311,2004,M05,2004 May,0.770
APU0000711311,2004,M06,2004 Jun,0.878
APU0000711311,2004,M09,2004 Sep,1.142
APU0000711311,2004,M11,2004 Nov,1.080
APU0000711311,2004,M12,2004 Dec,0.865
APU0000711311,2005,M01,2005 Jan,0.838
APU0000711311,2005,M02,2005 Feb,0.802
APU0000711311,2005,M03,2005 Mar,0.783
APU0000711311,2005,M04,2005 Apr,0.816
APU0000711311,2005,M05,2005 May,0.899
APU0000711311,2005,M06,2005 Jun,1.012
APU0000711311,2005,M09,2005 Sep,1.363
APU0000711311,2005,M10,2005 Oct,1.388
APU0000711311,2005,M11,2005 Nov,1.172
APU0000711311,2005,M12,2005 Dec,0.885
APU0000711311,2006,M01,2006 Jan,0.837
APU0000711311,2006,M02,2006 Feb,0.915
APU0000711311,2006,M03,2006 Mar,0.888
APU0000711311,2006,M04,2006 Apr,0.876
APU0000711311,2006,M05,2006 May,0.990
APU0000711311,2006,M06,2006 Jun,1.119
APU0000711311,2006,M07,2006 Jul,1.270
APU0000711311,2006,M09,2006 Sep,1.483
APU0000711311,2006,M10,2006 Oct,1.423
APU0000711311,2006,M11,2006 Nov,1.200
APU0000711311,2006,M12,2006 Dec,0.958
APU0000711311,2007,M01,2007 Jan,1.092
APU0000711311,2007,M02,2007 Feb,1.375
APU0000711311,2007,M03,2007 Mar,1.301
APU0000711311,2007,M04,2007 Apr,1.243
APU0000711311,2007,M05,2007 May,1.268
APU0000711311,2007,M06,2007 Jun,1.321
APU0000711311,2007,M08,2007 Aug,1.500
APU0000711311,2007,M09,2007 Sep,1.503
APU0000711311,2007,M10,2007 Oct,1.542
APU0000711311,2007,M11,2007 Nov,1.079
APU0000711311,2007,M12,2007 Dec,0.905
APU0000711311,2008,M01,2008 Jan,0.905
APU0000711311,2008,M02,2008 Feb,0.887
APU0000711311,2008,M03,2008 Mar,0.898
APU0000711311,2008,M04,2008 Apr,0.931
APU0000711311,2008,M05,2008 May,1.008
APU0000711311,2008,M06,2008 Jun,1.136
APU0000711311,2008,M07,2008 Jul,1.291
APU0000711311,2008,M08,2008 Aug,1.452
APU0000711311,2008,M09,2008 Sep,1.471
APU0000711311,2008,M10,2008 Oct,1.428
APU0000711311,2008,M11,2008 Nov,1.055
APU0000711311,2008,M12,2008 Dec,0.934
APU0000711311,2009,M01,2009 Jan,0.896
APU0000711311,2009,M02,2009 Feb,0.912
APU0000711311,2009,M03,2009 Mar,0.889
APU0000711311,2009,M04,2009 Apr,0.910
APU0000711311,2009,M05,2009 May,0.963
APU0000711311,2009,M06,2009 Jun,1.060
APU0000711311,2009,M07,2009 Jul,1.191
APU0000711311,2009,M08,2009 Aug,1.222
APU0000711311,2009,M09,2009 Sep,1.255
APU0000711311,2009,M10,2009 Oct,1.262
APU0000711311,2009,M11,2009 Nov,1.113
APU0000711311,2009,M12,2009 Dec,0.932
APU0000711311,2010,M01,2010 Jan,0.899
APU0000711311,2010,M02,2010 Feb,0.870
APU0000711311,2010,M03,2010 Mar,0.858
APU0000711311,2010,M04,2010 Apr,0.871
APU0000711311,2010,M05,2010 May,0.952
APU0000711311,2010,M06,2010 Jun,1.096
APU0000711311,2010,M07,2010 Jul,1.149
APU0000711311,2010,M08,2010 Aug,1.242
APU0000711311,2010,M09,2010 Sep,1.302
APU0000711311,2010,M10,2010 Oct,1.281
APU0000711311,2010,M11,2010 Nov,1.200
APU0000711311,2010,M12,2010 Dec,1.021
APU0000711311,2011,M01,2011 Jan,1.052
APU0000711311,2011,M02,2011 Feb,0.989
APU0000711311,2011,M03,2011 Mar,0.957
